STATEFP,PUMA5CE,PUMANAME,pumacode
48,02503,Tarrant County (East)--Arlington (East) & Grand Prairie (West Central) Cities,4802503
48,02504,Tarrant County (Southeast)--Arlington (Southeast) & Grand Prairie (Southwest) Cities,4802504
48,02505,Tarrant County (Southeast)--Mansfield (North) & Arlington (Southwest) Cities,4802505
48,02506,Tarrant County (South Central)--Fort Worth City (Southeast)--Southof I-20,4802506
48,02507,Tarrant County (East)--Arlington City (West)--Southof I-30 & Eastof Loop I-820,4802507
48,02508,"Fort Worth City (East Central)--Southof I-30, Eastof I-35 W & Inside Loop I-820",4802508
48,02509,Fort Worth (Northeast) & Hurst (South) Cities--Northof I-30,4802509
48,02510,Tarrant County (North)--North Richland Hills (North) & Keller Cities,4802510
48,02511,Fort Worth City (North)--Eastof I-35 W & Westof US-377,4802511
48,02512,Fort Worth City (North Central) & Haltom City (North)--Inside Loop I-820,4802512
48,02513,Fort Worth City (South Central) & Edgecliff Village Town,4802513
48,02514,Tarrant County (Southwest)--Fort Worth (Southwest) & Benbrook Cities,4802514
48,02515,Tarrant County (West)--Fort Worth City (West),4802515
48,02516,Tarrant County (Northwest)--Fort Worth (Northwest) & Saginaw Cities,4802516
48,02600,West Central Texas COG (Outside Taylor County),4802600
48,02700,West Central Texas COG--Taylor County--Abilene City,4802700
48,02800,Concho Valley COG & Permian Basin Regional Planning Commission (East),4802800
48,02900,Concho Valley COG--Tom Green County--San Angelo City,4802900
48,03000,Permian Basin Regional Planning Commission (Central)--Midland County--Midland City,4803000
48,03100,Permian Basin Regional Planning Commission (Central)--Ector County--Odessa City,4803100
48,03200,Rio Grande COG & Permian Basin Regional Planning Commission (West),4803200
48,03301,El Paso County (Outside El Paso City)--Socorro & Horizon Cities,4803301
48,03302,El Paso City (East),4803302
48,03303,El Paso City (Southeast),4803303
48,03304,El Paso City (Central),4803304
48,03305,El Paso City (North),4803305
48,03306,El Paso City (Northwest),4803306
48,03400,"Central Texas COG (West), Burnet & Llano Counties",4803400
48,03501,Central Texas COG--Bell County (West)--Killeen & Harker Heights Cities,4803501
48,03502,"Central Texas COG--Bell County (North, East & South)--Temple & Belton Cities",4803502
48,03601,Brazos Valley COG (Outside Brazos County) & Milam County,4803601
48,03602,Brazos Valley COG--Brazos County--College Station & Bryan Cities,4803602
48,03700,Heartof Texas COG (Outside Mc Lennan County) & Navarro County,4803700
48,03801,Heartof Texas COG--Mc Lennan County--Waco City (Central),4803801
48,03802,"Heartof Texas COG--Mc Lennan County--Waco (Outer), Hewitt & Robinson Cities",4803802
48,03900,Deep East Texas COG (West) & Walker County,4803900
48,04000,Deep East Texas COG (Central)--Angelina & Nacogdoches Counties,4804000
48,04100,Deep East Texas COG (East),4804100
48,04200,Orange & Hardin Counties,4804200
48,04301,Jefferson County (North Central)--Beaumont City,4804301
48,04302,Jefferson County (Outside Beaumont City)--Port Arthur City,4804302
48,04400,Houston-Galveston Area Council--Liberty & Chambers Counties,4804400
48,04501,Houston-Galveston Area Council--Montgomery County (Northeast)--Conroe City (East),4804501
48,04502,Houston-Galveston Area Council--Montgomery County (West)--Conroe City (West),4804502
48,04503,Houston-Galveston Area Council--Montgomery County (South)--The Woodlands (North),4804503
48,04504,Houston-Galveston Area Council--Montgomery County (Southeast),4804504
48,04601,Houston City (North Central)--Northof I-10 & Inside Loop I-610,4804601
48,04602,Houston City (East Central)--Eastof I-45 & Inside Loop I-610,4804602
48,04603,"Houston City (South Central)--Southof US-59, Westof I-45 & Inside Loop I-610",4804603
48,04604,Houston City (West Central)--Southof I-10 & Inside Loop I-610,4804604
48,04605,Harris County (Southeast)--Pasadena City (North & Central)--Inside Beltway TX-8,4804605
48,04606,"Houston (East), Galena Park, Jacinto Cities & Cloverleaf",4804606
48,04607,Houston City (Northeast)--Between Loop I-610 & Beltway TX-8,4804607
48,04608,Houston City (North) & Aldine--Between Loop I-610 & Beltway TX-8,4804608
48,04609,Houston City (North)--Southof Aldine & Inside Beltway TX-8,4804609
48,04610,Houston City (North)--Westof Aldine & Inside Beltway TX-8,4804610
48,04611,Houston City (Northwest)--Between Loop I-610 & Beltway TX-8,4804611
48,04612,Houston (West) & Spring Valley Village Cities--Between Loop I-610 & Beltway TX-8,4804612
48,04613,Houston (West) & Hunters Creek Village Cities--Between Loop I-610 & Beltway TX-8,4804613
48,04614,"Houston City (West)--Westpark Tollway, Between Loop I-610 & Beltway TX-8",4804614
48,04615,Houston (Southwest) & Bellaire (Southeast) Cities--Between Loop I-610 & Beltway TX-8,4804615
48,04616,Houston City (Southwest)--Between Loop I-610 & Beltway TX-8,4804616
48,04617,Houston City (South)--Between Loop I-610 & Beltway TX-8,4804617
48,04618,Houston City (Southeast)--Westof Pasadena City & Outside Loop I-610,4804618
48,04619,Houston (Southeast) & South Houston Cities--Inside Beltway TX-8,4804619
48,04620,Houston (Southeast) & Webster Cities,4804620
48,04621,"Houston (Southeast), Pasadena (Southeast), La Porte (South) & Seabrook (East) Cities",4804621
48,04622,"Harris County (East)--Deer Park, La Porte (North) Cities & Channelview",4804622
48,04623,Harris County (East)--Baytown City,4804623
48,04624,Harris County (Northeast)--Houston City (Far Northeast),4804624
48,04625,"Harris County (North)--Houston (North), Humble Cities & Atascocita",4804625
48,04626,"Harris County (North)--Houston City (North)--I-45, Between Beltway TX-8 & FM-1960",4804626
48,04627,Harris County (Far North)--Spring,4804627
48,04628,Harris County (Northwest)--Jersey Village City--Between Beltway TX-8 & FM-1960,4804628
48,04629,"Harris County (North)--Northof FM-1960, Westof I-45 & Eastof TX-249",4804629
48,04630,Harris County (Far North)--Tomball City & The Woodlands (Southwest),4804630
48,04631,Harris County (Northwest)--Northof US-290 & Northof FM-1960,4804631
48,04632,Harris County (Far Northwest)--Katy City (Northeast),4804632
48,04633,Harris County (Northwest)--Southof US-290 & Westof TX-6,4804633
48,04634,Harris County (West)--Houston City (West)--Northof US-90 & Westof TX-6,4804634
48,04635,Houston City (West)--Southof I-10 & Westof TX-6,4804635
48,04636,Houston City (West)--Eastof TX-6 & Westof Beltway TX-8,4804636
48,04637,"Houston City (West)--Westpark Tollway, Westof Beltway TX-8",4804637
48,04638,Houston City (Southwest)--Eastof TX-6 & Westof Beltway TX-8,4804638
48,04701,"Galveston County (Central, South & East)--Galveston, Texas City & La Marque Cities",4804701
48,04702,Galveston County (Northwest)--League City & Friendswood City,4804702
48,04801,Houston-Galveston Area Council--Brazoria County (North)--Pearland City,4804801
48,04802,Houston-Galveston Area Council--Brazoria County (Central)--Alvin City,4804802
48,04803,Houston-Galveston Area Council--Brazoria County (Southwest)--Lake Jackson City,4804803
48,04901,Fort Bend County (East)--Missouri City,4804901
48,04902,Fort Bend County (Northeast)--Sugar Land & Stafford Cities,4804902
48,04903,"Fort Bend County (Central)--Rosenberg City, Pecan Grove & New Territory",4804903
48,04904,"Fort Bend County (North)--Mission Bend (Southwest), Cinco Ranch & Four Corners",4804904
48,04905,Fort Bend County (West & South),4804905
48,05000,Houston-Galveston Area Council (West),4805000
48,05100,"Capital Area COG (East)--Bastrop, Caldwell, Fayette & Lee Counties",4805100
48,05201,Capital Area COG--Williamson County (North)--Georgetown (East) & Taylor Cities,4805201
48,05202,Capital Area COG--Williamson County (Southeast)--Round Rock City,4805202
48,05203,"Williamson County (South)--Austin City (Far North), Brushy Creek & Jollyville",4805203
48,05204,Capital Area COG--Williamson County (West)--Cedar Park & Leander Cities,4805204
48,05301,"Travis County (Northeast)--Pflugerville, Manor Cities & Wells Branch",4805301
48,05302,Austin City (North),4805302
48,05303,Austin City (Northeast),4805303
48,05304,Austin City (Southeast),4805304
48,05305,Austin City (Northwest),4805305
48,05306,Austin City (Central),4805306
48,05307,Austin City (South),4805307
48,05308,"Austin City (Southwest), Lost Creek & Barton Creek",4805308
48,05309,"Travis County (West, South & Outside Austin City)",4805309
48,05400,Capital Area COG (Southwest)--Hays County,4805400
48,05500,Golden Crescent Regional Planning Commission (North) & Wilson & Karnes Counties,4805500
48,05600,Golden Crescent Regional Planning Commission (Southeast)--Victoria & Calhoun Counties,4805600
48,05700,Alamo Area COG (Northeast)--Guadalupe County,4805700
48,05800,Alamo Area COG (Northeast)--Comal County,4805800
48,05901,San Antonio City (Central),4805901
48,05902,San Antonio City (Northeast)--Inside Loop I-410,4805902
48,05903,San Antonio City (Southeast)--Inside Loop I-410,4805903
48,05904,San Antonio City (Northwest)--Inside Loop I-410,4805904
48,05905,San Antonio City (West)--Inside Loop I-410,4805905
48,05906,San Antonio City (Southwest)--Inside Loop I-410,4805906
48,05907,Bexar County (South)--San Antonio City (Far South),4805907
48,05908,San Antonio City (West)--Between Loop TX-1604 & Loop I-410,4805908
48,05909,San Antonio (Northwest) & Leon Valley Cities,4805909
48,05910,San Antonio City (Northwest)--Between Loop TX-1604 & Loop I-410,4805910
48,05911,"San Antonio City (North), Hollywood Park Town & Shavano Park City",4805911
48,05912,San Antonio City (Northeast)--Between Loop TX-1604 & Loop I-410,4805912
48,05913,"San Antonio (Northeast), Kirby & Windcrest Cities",4805913
48,05914,Bexar County (Northwest)--San Antonio (Far Northwest) & Helotes Cities,4805914
48,05915,Bexar County (North)--San Antonio City (Far North) & Timberwood Park,4805915
48,05916,"Bexar County (Northeast)--San Antonio (Northeast), Universal City & Converse Cities",4805916
48,06000,Alamo Area COG (Northwest) & Blanco County,4806000
48,06100,Alamo Area COG (Southwest),4806100
48,06200,Middle Rio Grande Development Council,4806200
48,06301,South Texas Development Council (North)--Webb County--Laredo City (Central),4806301
48,06302,South Texas Development Council--Webb County (North & East)--Laredo City (Outer),4806302
48,06400,South Texas Development Council (South) & Coastal Bend COG (West),4806400
48,06500,Coastal Bend COG (Northeast),4806500
48,06601,Coastal Bend COG--Nueces County--Corpus Christi City (Outer),4806601
48,06602,Coastal Bend COG--Nueces County (Central)--Corpus Christi City (North Central),4806602
48,06603,Coastal Bend COG--Nueces County (Central)--Corpus Christi City (South Central),4806603
48,06701,Cameron County (East)--Brownsville City (North),4806701
48,06702,Cameron County (West)--Harlingen & San Benito Cities,4806702
48,06703,Cameron County (South)--Brownsville City (Central),4806703
48,06801,Hidalgo County (Southeast)--Weslaco & Mercedes Cities,4806801
48,06802,Hidalgo County (East)--Alamo & Donna Cities,4806802
48,06803,"Hidalgo County (South Central)--Pharr, San Juan & Hidalgo Cities",4806803
48,06804,Hidalgo County (North Central)--Edinburg City,4806804
48,06805,Hidalgo County (Central)--Mc Allen City,4806805
48,06806,Hidalgo County (Southwest)--Mission City,4806806
48,06807,Hidalgo County (North & West),4806807
48,06900,Coastal Bend COG (Southeast) & Willacy County,4806900
49,03001,Tooele & Box Elder Counties,4903001
49,05001,"Cache, Summit, Morgan & Rich Counties",4905001
49,11001,"Davis County (North)--Layton, Clearfield, Kaysville, Syracuse & Clinton Cities",4911001
49,11002,"Davis County (South)--Bountiful, Farmington & North Salt Lake Cities",4911002
49,13001,Southeast Utah & Uintah Basin Region,4913001
49,21001,Southwest & South Central Utah (Outside Washington County)--Cedar City,4921001
49,35001,"Salt Lake County (Northwest)--Salt Lake City (West), West Valley City (West) & Magna",4935001
49,35002,Salt Lake County (Northeast)--Salt Lake City (East),4935002
49,35003,"Salt Lake County--West Valley City (Central), Salt Lake City (South Central) & Kearns",4935003
49,35004,"Salt Lake County--West Valley City (East), Taylorsville & Murray (West) Cities",4935004
49,35005,"Salt Lake County (East Central)--Murray (East), Holladay Cities & Millcreek",4935005
49,35006,"Salt Lake County--West Jordan (West), Herriman & South Jordan (West) Cities",4935006
49,35007,"Salt Lake County--West Jordan (East), South Jordan (East) & Riverton Cities",4935007
49,35008,"Salt Lake County (Southeast)--Sandy (North), Cottonwood Heights & Midvale Cities",4935008
49,35009,Salt Lake County (South & East Central)--Draper (Northwest) & Sandy (South) Cities,4935009
49,49001,"Utah County (West)--Saratoga Springs, Payson & Lehi (Southwest) Cities",4949001
49,49002,"Utah County (Central)--Orem, Pleasant Grove, American Fork & Lindon Cities",4949002
49,49003,Utah County (Central)--Provo City,4949003
49,49004,"Utah County (East)--Spanish Fork, Springville, Lehi (Northeast) & Highland Cities",4949004
49,53001,Washington County--St. George City,4953001
49,57001,"Weber County (West)--Roy, North Ogden, Ogden (Northwest) & West Haven Cities",4957001
49,57002,Weber County (East)--Ogden (Southeast) & South Ogden Cities,4957002
50,00100,"Northwest Vermont--Chittenden, Franklin & Grand Isle Counties--Burlington City",5000100
50,00200,"Northeast Vermont--Washington, Caledonia, Orleans, Lamoille & Essex Counties",5000200
50,00300,"Southeast Vermont--Windsor, Windham & Orange Counties",5000300
50,00400,"Southwest Vermont--Rutland, Bennington & Addison Counties",5000400
51,01301,Arlington County (North),5101301
51,01302,Arlington County (South),5101302
51,04101,Chesterfield County (East)--James River Region,5104101
51,04102,Chesterfield County (Central)--Chester & Rockwood,5104102
51,04103,Chesterfield County (West)--Brandermill & Woodlake,5104103
51,10701,Loudoun County (Northeast)--Sterling & Ashburn (Northeast/ Ashburn Village),5110701
51,10702,Loudoun County (East Central)--Ashburn (Southwest/ Belmont Ridge) & Dulles Airport,5110702
51,10703,Loudoun County (West & South)--Leesburg Town,5110703
51,51010,LENOWISCO & Cumberland Plateau Planning District Commissions,5151010
51,51020,Mount Rogers Planning District Commission,5151020
51,51040,New River Valley Planning District Commission,5151040
51,51044,"Roanoke Valley-Alleghany Regional Commission (Roanoke, Salem Cities & Vinton Town)",5151044
51,51045,Roanoke Valley-Alleghany Regional Commission (Outside Roanoke & Salem Cities),5151045
51,51080,Central Shenandoah Planning District Commission (Southwest),5151080
51,51084,Northern Shenandoah Valley Regional Commission (North),5151084
51,51085,Northern Shenandoah Valley Regional Commission (South),5151085
51,51087,Rappahannock-Rapidan Regional Commission,5151087
51,51089,Thomas Jefferson Planning District Commission (South & East),5151089
51,51090,Thomas Jefferson Planning District Commission (North),5151090
51,51095,"Virginia's Region 2000 (North)--Bedford, Amherst, Appomattox Counties & Bedford City",5151095
51,51096,Virginia's Region 2000 (South)--Campbell County & Lynchburg City,5151096
51,51097,West Piedmont Planning District Commission,5151097
51,51105,Southside Planning District Commission & Commonwealth Regional Council,5151105
51,51110,Central Shenandoah Planning District Commission (Northeast),5151110
51,51115,George Washington Regional Commission (North),5151115
51,51120,George Washington Regional Commission (South),5151120
51,51125,"Middle Peninsula, Northern Neck & Accomack-Northampton Planning District Commissions",5151125
51,51135,Crater Planning District Commission,5151135
51,51145,"Isleof Wight, Southampton Counties, Suffolk & Franklin Cities",5151145
51,51154,Norfolk City (Northeast),5151154
51,51155,Portsmouth & Norfolk (Southwest) Cities,5151155
51,51164,Virginia Beach City (North),5151164
51,51165,Virginia Beach City (Central),5151165
51,51167,Virginia Beach City (South),5151167
51,51175,Newport News City,5151175
51,51186,Hampton City,5151186
51,51206,"James City, York Counties, Williamsburg & Poquoson Cities",5151206
51,51215,"Hanover, Powhatan, Goochland, New Kent, King William & Charles City Counties",5151215
51,51224,"Henrico County (South & East)--Highland Springs, East Highland Park & Glen Allen",5151224
51,51225,"Henrico County (West)--Tuckahoe, Short Pump & Wyndham",5151225
51,51235,Richmond City,5151235
51,51244,Prince William County (North & West)--Linton Hall & Gainesville,5151244
51,51245,"Manassas, Manassas Park Cities & Prince William County (Central)--Buckhall & Sudley",5151245
51,51246,"Prince William County (Southeast)--Dale City, Lake Ridge & Woodbridge",5151246
51,51255,Alexandria City,5151255
51,55001,Chesapeake City (Northeast),5155001
51,55002,Chesapeake City (South & West),5155002
51,59301,"Fairfax County (East Central)--Annandale, West Falls Church & Bailey's Crossroads",5159301
51,59302,"Fairfax County (Southeast)--Woodlawn, Rose Hill & Mount Vernon",5159302
51,59303,Fairfax County (Central) & Fairfax City--Burke,5159303
51,59304,Fairfax County (Southwest)--Centreville (Southeast) & Lorton,5159304
51,59305,"Fairfax County (North Central)--Vienna Town, Oakton & Fair Oaks (East)",5159305
51,59306,"Fairfax County (South Central)--Springfield (South), West Springfield & Franconia",5159306
51,59307,Fairfax County (Northwest)--Reston (North) & Franklin Farm,5159307
51,59308,Fairfax County (Northeast)--Mc Lean & Idylwood,5159308
51,59309,Fairfax County (West Central)--Centreville (North & West) & Chantilly (South & West),5159309
53,10100,Whatcom County--Bellingham City,5310100
53,10200,"Skagit, Island & San Juan Counties",5310200
53,10300,Chelan & Douglas Counties,5310300
53,10400,"Stevens, Okanogan, Pend Oreille & Ferry Counties",5310400
53,10501,Spokane County (North Central)--Spokane City (North),5310501
53,10502,Spokane County (South Central)--Spokane City (South),5310502
53,10503,Spokane County (East Central)--Greater Spokane Valley City,5310503
53,10504,Spokane County (Outer)--Cheney City,5310504
53,10600,"Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",5310600
53,10701,"Benton & Franklin Counties--Pasco, Richland (North) & West Richland Cities",5310701
53,10702,Benton County (East Central)--Kennewick & Richland (South) Cities,5310702
53,10703,"Walla Walla, Benton (Outer) & Franklin (Outer) Counties",5310703
53,10800,Grant & Kittitas Counties,5310800
53,10901,Yakima County (Central)--Greater Yakima City,5310901
53,10902,Yakima County (Outer)--Sunnyside & Grandview Cities,5310902
53,11000,"Lewis, Klickitat & Skamania Counties",5311000
53,11101,Clark County (Southwest)--Vancouver City (West & Central),5311101
53,11102,Clark County (West Central)--Salmon Creek & Hazel Dell,5311102
53,11103,"Clark County (Southeast)--Vancouver (East), Camas & Washougal Cities",5311103
53,11104,Clark County (North)--Battle Ground City & Orchards,5311104
53,11200,"Cowlitz, Pacific & Wahkiakum Counties",5311200
53,11300,Grays Harbor & Mason Counties,5311300
53,11401,"Thurston County (Central)--Olympia, Lacey & Tumwater Cities",5311401
53,11402,Thurston County (Outer),5311402
53,11501,Pierce County (Central)--Tacoma City (Central),5311501
53,11502,Pierce County (Northwest)--Peninsula Region & Tacoma City (West),5311502
53,11503,Pierce County (West Central)--Lakewood City & Joint Base Lewis-Mc Chord,5311503
53,11504,"Pierce County (South Central)--Tacoma City (South), Parkland & Spanaway",5311504
53,11505,Pierce County (North Central)--Tacoma (Port) & Bonney Lake (Northwest) Cities,5311505
53,11506,Pierce County (East Central)--Puyallup City & South Hill,5311506
53,11507,"Pierce County (Southeast)--Graham, Elk Plain & Prairie Ridge",5311507
53,11601,Seattle City (Northwest),5311601
53,11602,Seattle City (Northeast),5311602
53,11603,Seattle City (Downtown)--Queen Anne & Magnolia,5311603
53,11604,Seattle City (Southeast)--Capitol Hill,5311604
53,11605,Seattle City (West)--Duwamish & Beacon Hill,5311605
53,11606,"King County (Northwest)--Shoreline, Kenmore & Bothell (South) Cities",5311606
53,11607,"King County (Northwest)--Redmond, Kirkland Cities, Inglewood & Finn Hill",5311607
53,11608,King County (Northwest Central)--Greater Bellevue City,5311608
53,11609,"King County (Central)--Sammamish, Issaquah, Mercer Island & Newcastle Cities",5311609
53,11610,"King County (Central)--Renton City, Fairwood, Bryn Mawr & Skyway",5311610
53,11611,"King County (West Central)--Burien, Sea Tac, Tukwila Cities & White Center",5311611
53,11612,"King County (Far Southwest)--Federal Way, Des Moines Cities & Vashon Island",5311612
53,11613,King County (Southwest Central)--Kent City,5311613
53,11614,King County (Southwest)--Auburn City & Lakeland,5311614
53,11615,"King County (Southeast)--Maple Valley, Covington & Enumclaw Cities",5311615
53,11616,"King County (Northeast)--Snoqualmie City, Cottage Lake, Union Hill & Novelty Hill",5311616
53,11701,"Snohomish County (Southwest)--Edmonds, Lynnwood & Mountlake Terrace Cities",5311701
53,11702,Snohomish County (West Central)--Mukilteo & Everett (Southwest) Cities,5311702
53,11703,Snohomish County (Central)--Everett City (Central & East) & Eastmont,5311703
53,11704,"Snohomish County (South Central)--Bothell (North), Mill Creek Cities & Silver Firs",5311704
53,11705,Snohomish County (Central & Southeast)--Lake Stevens & Monroe Cities,5311705
53,11706,Snohomish County (North)--Marysville & Arlington Cities,5311706
53,11801,Kitsap County (North)--Bainbridge Island City & Silverdale,5311801
53,11802,Kitsap County (South)--Bremerton & Port Orchard Cities,5311802
53,11900,Clallam & Jefferson Counties,5311900
54,00100,"Ohio, Marshall, Hancock & Brooke Counties",5400100
54,00200,"Harrison, Marion, Taylor & Doddridge Counties",5400200
54,00300,Monongalia & Preston Counties--Morgantown City,5400300
54,00400,"Berkeley, Jefferson, Mineral, Hampshire & Morgan Counties",5400400
54,00500,"Randolph, Upshur, Barbour, Lewis, Hardy, Grant, Pendleton & Tucker Counties",5400500
54,00600,"Jackson, Wetzel, Roane, Braxton, Ritchie, Tyler, Gilmer & Calhoun Counties",5400600
54,00700,"Wood, Pleasants & Wirt Counties",5400700
54,00800,"Cabell, Wayne & Mason Counties--Huntington City",5400800
54,00900,"Putnam, Boone & Lincoln Counties",5400900
54,01000,Kanawha & Clay Counties--Charleston City,5401000
54,01100,"Greenbrier, Nicholas, Summers, Monroe & Pocahontas Counties",5401100
54,01200,"Raleigh, Mercer & Fayette Counties",5401200
54,01300,"Logan, Mingo, Wyoming & Mc Dowell Counties",5401300
55,00100,Northwest Wisconsin,5500100
55,00101,Madison City (Central),5500101
55,00102,Dane County (East),5500102
55,00103,Dane County (West),5500103
55,00200,Green Bay City,5500200
55,00300,Outer Green Bay City,5500300
55,00600,"Oneida, Lincoln, Vilas, Langlade & Forest Counties",5500600
55,00700,West Central Wisconsin--Northern Mississippi Region,5500700
55,00800,"Grant, Green, Iowa, Richland & Lafayette Counties",5500800
55,00900,La Crosse County,5500900
55,01000,Sauk & Columbia Counties,5501000
55,01001,Dodge & Jefferson Counties,5501001
55,01300,"Marinette, Oconto, Door & Florence Counties",5501300
55,01301,Manitowoc & Kewaunee Counties,5501301
55,01400,East Central Wisconsin,5501400
55,01401,Fonddu Lac & Calumet Counties,5501401
55,01500,Outagamie County,5501500
55,01501,Winnebago County,5501501
55,01600,Marathon County,5501600
55,01601,"Central Sands--Wood, Portage, Juneau & Adams Counties",5501601
55,02400,Rock County,5502400
55,02500,Sheboygan County,5502500
55,10000,Kenosha County,5510000
55,20000,Washington & Ozaukee Counties,5520000
55,30000,Racine County,5530000
55,40101,Milwaukee County (Northeast),5540101
55,40301,Milwaukee County (South),5540301
55,40701,Milwaukee County (West),5540701
55,41001,Milwaukee City (North),5541001
55,41002,Milwaukee City (North Central),5541002
55,41003,Milwaukee City (Central),5541003
55,41004,Milwaukee City (South Central),5541004
55,41005,Milwaukee City (South),5541005
55,50000,Walworth County,5550000
55,55101,"Barron, Polk, Clark & Chippewa (North) Counties",5555101
55,55102,St. Croix & Dunn Counties,5555102
55,55103,Eau Claire & Chippewa (South) Counties,5555103
55,70101,Waukesha County (West),5570101
55,70201,Waukesha County (East),5570201
55,70301,Waukesha County (Central),5570301
56,00100,"Sheridan, Park, Teton, Lincoln & Big Horn Counties",5600100
56,00200,"Campbell, Goshen, Platte, Johnson, Washakie, Weston, Crook & Niobrara Counties",5600200
56,00300,Laramie & Albany Counties,5600300
56,00400,"Natrona, Carbon & Converse Counties",5600400
56,00500,"Sweetwater, Fremont, Uinta, Sublette & Hot Springs Counties--Wind River Reservation",5600500
66,00100,Guam,6600100
72,00101,"San Sebastián, Aguada, Moca, Añasco & Rincón Municipios--Carr 2-Carr 111",7200101
72,00102,"Aguadilla, Isabela & Quebradillas Municipios--Carr 2 (Noroeste)",7200102
72,00201,"Cabo Rojo, San Germán, Lajas & Sabana Grande Municipios--Carr 2-Carr 100",7200201
72,00202,"Mayagüez, Hormigueros, Las Marías & Maricao Municipios--Carr 2 (Suroeste)",7200202
72,00301,"Arecibo, Barceloneta & Florida Municipios--Carr 2 (Norte)",7200301
72,00302,"Hatillo, Camuy, Utuado & Lares Municipios--Carr 2-Carr 129",7200302
72,00401,"Yauco, Peñuelas, Guayanilla, Adjuntas & Guánica Municipios--Carr 2 (Sur)",7200401
72,00402,Ponce & Jayuya Municipios,7200402
72,00403,"Juana Díaz, Coamo, Villalba & Santa Isabel Municipios--Carr 52-Carr 150",7200403
72,00501,"Vega Baja, Manatí, Morovis & Ciales Municipios--Carr 137-Carr 149",7200501
72,00502,Toa Baja & Dorado Municipios,7200502
72,00503,Toa Alta & Vega Alta Municipios,7200503
72,00601,"Corozal, Naranjito, Barranquitas, Orocovis & Comerío Municipios--Carr 156-Carr 164",7200601
72,00602,"Cayey, Cidra, Aguas Buenas & Aibonito Municipios--Carr 14-Carr 173",7200602
72,00701,"Guayama, Salinas, Arroyo, Patillas & Maunabo Municipios--Carr 3 (Sureste)",7200701
72,00801,Bayamón Municipio (Este),7200801
72,00802,Bayamón Municipio (OEste),7200802
72,00803,Guaynabo & Cataño Municipios,7200803
72,00804,San Juan Municipio (Noroeste),7200804
72,00805,San Juan Municipio (Este),7200805
72,00806,San Juan Municipio (Sur),7200806
72,00901,Carolina Municipio (Norte),7200901
72,00902,"Trujillo Alto, Canóvanas, Loíza & Carolina (Sur) Municipios--Carr 852-Carr 185",7200902
72,01001,Caguas Municipio,7201001
72,01002,"Gurabo, San Lorenzo, Juncos & Las Piedras Municipios--Carr 30",7201002
72,01101,"Río Grande, Fajardo, Luquillo, Ceiba, Vieques & Culebra Municipios--Carr 3 (Noreste)",7201101
72,01102,"Humacao, Yabucoa & Naguabo Municipios--Carr 53",7201102
78,00100,U.S. Virgin Islands,7800100
